game,channel,spec,pair,open_threat,open_agreement,open_affirm,open_solicit,open_len,open_coop,open_price,late_coop,late_K
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,107.5,1.0,,1.0,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,0,0,56.0,1.0,,0.875,
ipd,L2_observed,novel,deepseek-v3+qwen-72b,0,1,0,0,56.0,0.75,,0.5,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,0,0,56.0,0.5,,0.875,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,1,0,151.5,1.0,,0.95,
ipd,L2_observed,novel,deepseek-v3+qwen-72b,0,1,1,0,109.0,1.0,,1.0,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,1,1,130.5,1.0,,0.5,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,1,0,97.83333333333333,0.16666666666666666,,0.15,
ipd,L2_observed,novel,deepseek-v3+qwen-72b,0,1,1,1,73.33333333333333,1.0,,0.1,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,1,0,115.0,1.0,,0.8,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,1,1,1,0,110.33333333333333,0.5,,0.0,
ipd,L2_observed,novel,deepseek-v3+qwen-72b,0,1,1,0,110.0,1.0,,0.5,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,1,0,127.33333333333333,0.16666666666666666,,0.05,
ipd,L2_observed,novel,deepseek-v3+qwen-72b,0,1,1,0,114.0,1.0,,0.85,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,1,0,105.16666666666667,1.0,,0.8,
ipd,L2_observed,novel,deepseek-v3+qwen-72b,0,1,1,0,115.66666666666667,1.0,,0.35,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,1,0,105.5,1.0,,1.0,
ipd,L2_observed,novel,deepseek-v3+qwen-72b,0,1,1,0,104.5,1.0,,1.0,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,1,1,132.33333333333334,1.0,,0.65,
ipd,L2_observed,novel,deepseek-v3+qwen-72b,0,1,1,0,115.0,1.0,,0.9166666666666666,
ipd,L2_observed,novel,qwen-72b+deepseek-v3,0,1,1,1,111.66666666666667,1.0,,0.25,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,0,0,56.0,0.75,,0.625,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,0,0,56.0,0.75,,0.75,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,0,0,56.0,0.75,,0.5,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,0,103.66666666666667,1.0,,0.8,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,0,99.16666666666667,1.0,,0.9166666666666666,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,1,119.16666666666667,1.0,,1.0,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,1,107.16666666666667,1.0,,0.3,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,0,102.16666666666667,1.0,,1.0,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,1,109.66666666666667,1.0,,0.3,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,1,1,1,0,123.5,0.3333333333333333,,1.0,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,1,115.16666666666667,1.0,,0.9,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,0,1,1,114.33333333333333,1.0,,0.05,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,1,119.33333333333333,0.16666666666666666,,0.2,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,0,79.83333333333333,1.0,,0.55,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,0,1,0,105.83333333333333,1.0,,0.35,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,1,103.75,1.0,,0.8333333333333334,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,0,82.0,1.0,,0.8333333333333334,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,0,136.83333333333334,0.3333333333333333,,1.0,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,0,107.33333333333333,0.5,,0.8333333333333334,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,0,103.83333333333333,1.0,,0.8,
ipd,L3_private,novel,qwen-72b+deepseek-v3,0,1,0,0,56.0,1.0,,0.875,
ipd,L3_private,novel,deepseek-v3+qwen-72b,0,1,0,0,56.0,0.75,,0.5,
ipd,L3_private,novel,qwen-72b+deepseek-v3,0,1,0,0,56.0,0.5,,0.875,
ipd,L3_private,novel,qwen-72b+deepseek-v3,0,1,1,0,101.66666666666667,0.5,,0.9,
ipd,L3_private,novel,deepseek-v3+qwen-72b,0,1,1,0,134.83333333333334,0.16666666666666666,,0.25,
ipd,L3_private,novel,qwen-72b+deepseek-v3,1,1,1,0,129.0,1.0,,0.8,
ipd,L3_private,novel,qwen-72b+deepseek-v3,0,1,1,1,115.83333333333333,0.5,,0.25,
ipd,L3_private,novel,deepseek-v3+qwen-72b,0,1,1,1,92.33333333333333,0.16666666666666666,,0.2,
ipd,L3_private,novel,qwen-72b+deepseek-v3,0,1,1,0,146.83333333333334,1.0,,1.0,
ipd,L3_private,novel,qwen-72b+deepseek-v3,0,1,1,1,125.16666666666667,1.0,,0.1875,
ipd,L3_private,novel,deepseek-v3+qwen-72b,0,1,1,0,93.16666666666667,1.0,,0.55,
ipd,L3_private,novel,qwen-72b+deepseek-v3,0,1,1,1,135.66666666666666,0.16666666666666666,,0.05,
ipd,L3_private,novel,deepseek-v3+qwen-72b,0,1,1,1,118.5,1.0,,0.0,
ipd,L3_private,novel,qwen-72b+deepseek-v3,0,1,1,0,105.16666666666667,1.0,,0.9,
ipd,L3_private,novel,deepseek-v3+qwen-72b,0,1,1,0,123.33333333333333,1.0,,0.55,
ipd,L3_private,novel,qwen-72b+deepseek-v3,0,1,1,0,100.75,1.0,,1.0,
ipd,L3_private,novel,deepseek-v3+qwen-72b,0,1,1,0,105.0,1.0,,0.6666666666666666,
ipd,L3_private,novel,qwen-72b+deepseek-v3,0,1,1,1,102.33333333333333,1.0,,0.5,
ipd,L3_private,novel,deepseek-v3+qwen-72b,0,1,1,1,140.16666666666666,1.0,,0.8333333333333334,
ipd,L3_private,novel,qwen-72b+deepseek-v3,1,1,1,0,149.66666666666666,0.6666666666666666,,0.8,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,131.0,0.5,,0.2222222222222222,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,92.66666666666667,1.0,,0.9,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,91.83333333333333,1.0,,0.625,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,88.5,1.0,,0.4,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,100.16666666666667,1.0,,0.4,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,88.0,0.8333333333333334,,0.85,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,95.0,0.6666666666666666,,0.0,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,1,91.66666666666667,1.0,,0.0,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,113.75,0.5,,0.0,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,1,101.16666666666667,1.0,,0.8,
matching_pennies,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,109.33333333333333,,,,
matching_pennies,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,1,104.5,,,,
matching_pennies,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,0,1,138.66666666666666,,,,
matching_pennies,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,99.0,,,,
matching_pennies,L2_observed,canonical,qwen-72b+deepseek-v3,0,0,0,0,79.16666666666667,,,,
matching_pennies,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,1,134.5,,,,
matching_pennies,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,1,110.66666666666667,,,,
matching_pennies,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,91.83333333333333,,,,
matching_pennies,L2_observed,canonical,qwen-72b+deepseek-v3,0,0,1,1,107.5,,,,
matching_pennies,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,0,1,106.66666666666667,,,,
ipd,L2_observed,canonical,qwen-72b+llama-70b,1,1,1,0,62.75,1.0,,0.9444444444444444,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,1,1,0,50.416666666666664,0.9166666666666666,,0.9,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,1,1,1,66.66666666666667,0.8333333333333334,,1.0,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,1,1,1,99.0,1.0,,0.9,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,0,1,0,72.0,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,1,1,1,89.0,1.0,,0.85,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,1,1,1,103.0,0.75,,0.3,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,0,1,0,63.0,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,0,1,0,99.25,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,1,1,1,82.83333333333333,1.0,,0.65,
ipd,L2_observed,canonical,deepseek-v3+mistral-large,1,1,1,1,161.33333333333334,1.0,,0.16666666666666666,
ipd,L2_observed,canonical,mistral-large+deepseek-v3,0,1,1,0,149.16666666666666,0.3333333333333333,,0.15,
ipd,L2_observed,canonical,deepseek-v3+mistral-large,0,1,1,1,150.66666666666666,1.0,,0.75,
ipd,L2_observed,canonical,mistral-large+deepseek-v3,0,1,1,0,153.33333333333334,0.3333333333333333,,0.1,
ipd,L2_observed,canonical,deepseek-v3+mistral-large,0,1,1,1,167.16666666666666,0.3333333333333333,,0.1,
ipd,L2_observed,canonical,mistral-large+deepseek-v3,1,1,1,0,138.5,0.5,,0.1,
ipd,L2_observed,canonical,deepseek-v3+mistral-large,0,1,1,1,167.83333333333334,0.3333333333333333,,0.15,
ipd,L2_observed,canonical,mistral-large+deepseek-v3,1,1,1,0,181.83333333333334,0.8333333333333334,,0.2,
ipd,L2_observed,canonical,deepseek-v3+mistral-large,1,1,1,1,155.25,1.0,,1.0,
ipd,L2_observed,canonical,mistral-large+deepseek-v3,0,1,1,1,167.83333333333334,0.3333333333333333,,0.1,
ipd,L2_observed,canonical,gpt-4o+deepseek-v3,0,1,1,1,121.16666666666667,1.0,,1.0,
ipd,L2_observed,canonical,deepseek-v3+gpt-4o,0,1,1,0,172.16666666666666,0.5,,0.25,
ipd,L2_observed,canonical,gpt-4o+deepseek-v3,0,1,1,1,122.5,1.0,,0.95,
ipd,L2_observed,canonical,gpt-4o+deepseek-v3,0,1,1,1,136.33333333333334,1.0,,1.0,
ipd,L2_observed,canonical,deepseek-v3+gpt-4o,0,1,1,1,107.33333333333333,1.0,,1.0,
ipd,L2_observed,canonical,gpt-4o+deepseek-v3,0,1,1,1,153.0,1.0,,1.0,
ipd,L2_observed,canonical,gpt-4o+deepseek-v3,0,1,1,1,132.16666666666666,1.0,,1.0,
ipd,L2_observed,canonical,deepseek-v3+gpt-4o,0,1,1,1,139.16666666666666,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+llama-70b,1,0,1,0,84.5,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+llama-70b,0,0,1,0,55.666666666666664,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+llama-70b,0,0,1,0,74.33333333333333,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+llama-70b,1,0,1,0,81.16666666666667,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+llama-70b,1,0,1,0,79.83333333333333,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+llama-70b,0,0,0,1,73.0,0.3333333333333333,,1.0,
ipd,L2_observed,canonical,llama-70b+llama-70b,0,1,1,1,81.5,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+llama-70b,1,0,1,0,71.66666666666667,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+llama-70b,1,0,0,0,93.25,0.5,,0.16666666666666666,
ipd,L2_observed,canonical,llama-70b+llama-70b,1,0,1,0,72.16666666666667,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,1,82.5,0.8333333333333334,,0.9411764705882353,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,81.16666666666667,0.6666666666666666,,1.0,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,86.58333333333333,0.5,,1.0,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,1,101.83333333333333,1.0,,0.8,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,1,139.16666666666666,1.0,,0.21052631578947367,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,1,100.0,1.0,,0.4,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,97.33333333333333,1.0,,0.9,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,77.0,1.0,,0.85,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,115.75,0.25,,0.3333333333333333,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,104.5,0.16666666666666666,,0.16666666666666666,
ipd,L2_observed,canonical,llama-70b+mistral-large,0,0,1,0,122.33333333333333,1.0,,0.9444444444444444,
ipd,L2_observed,canonical,mistral-large+llama-70b,1,1,1,1,107.0,1.0,,0.35,
ipd,L2_observed,canonical,llama-70b+mistral-large,0,1,1,0,133.83333333333334,1.0,,0.875,
ipd,L2_observed,canonical,mistral-large+llama-70b,1,0,1,1,119.16666666666667,1.0,,0.9,
ipd,L2_observed,canonical,llama-70b+mistral-large,1,1,1,1,115.16666666666667,1.0,,0.85,
ipd,L2_observed,canonical,mistral-large+llama-70b,1,1,1,0,143.5,0.6666666666666666,,0.65,
ipd,L2_observed,canonical,llama-70b+mistral-large,0,1,1,1,132.83333333333334,0.5,,0.7,
ipd,L2_observed,canonical,mistral-large+llama-70b,0,1,1,1,139.83333333333334,0.5,,0.95,
ipd,L2_observed,canonical,llama-70b+mistral-large,0,0,0,1,123.0,0.25,,0.0,
ipd,L2_observed,canonical,mistral-large+llama-70b,0,1,1,1,131.0,1.0,,1.0,
ipd,L3_private,canonical,qwen-72b+llama-70b,0,1,1,0,75.16666666666667,1.0,,1.0,
ipd,L3_private,canonical,llama-70b+qwen-72b,0,1,1,1,66.58333333333333,0.8181818181818182,,1.0,
ipd,L3_private,canonical,qwen-72b+llama-70b,1,1,1,1,83.0,0.8333333333333334,,1.0,
ipd,L3_private,canonical,llama-70b+qwen-72b,1,0,1,1,58.5,1.0,,1.0,
ipd,L3_private,canonical,qwen-72b+llama-70b,1,1,1,1,98.5,1.0,,1.0,
ipd,L3_private,canonical,llama-70b+qwen-72b,1,0,1,0,70.83333333333333,1.0,,1.0,
ipd,L3_private,canonical,qwen-72b+llama-70b,0,1,1,1,86.0,1.0,,1.0,
ipd,L3_private,canonical,llama-70b+qwen-72b,0,0,1,1,98.0,1.0,,1.0,
ipd,L3_private,canonical,qwen-72b+llama-70b,0,1,1,1,72.25,1.0,,0.8333333333333334,
ipd,L3_private,canonical,llama-70b+qwen-72b,0,1,1,1,88.5,1.0,,1.0,
ipd,L3_private,canonical,deepseek-v3+mistral-large,0,1,1,1,177.16666666666666,0.6666666666666666,,0.0,
ipd,L3_private,canonical,mistral-large+deepseek-v3,1,1,1,0,164.33333333333334,1.0,,0.85,
ipd,L3_private,canonical,deepseek-v3+mistral-large,0,1,1,1,152.66666666666666,0.8333333333333334,,0.1875,
ipd,L3_private,canonical,mistral-large+deepseek-v3,0,1,1,1,153.33333333333334,0.6666666666666666,,0.4,
ipd,L3_private,canonical,deepseek-v3+mistral-large,0,1,1,1,175.66666666666666,0.0,,0.0,
ipd,L3_private,canonical,mistral-large+deepseek-v3,1,1,1,1,164.66666666666666,1.0,,0.7,
ipd,L3_private,canonical,deepseek-v3+mistral-large,1,1,1,1,169.5,0.0,,0.0,
ipd,L3_private,canonical,mistral-large+deepseek-v3,1,1,1,1,169.16666666666666,0.6666666666666666,,0.9,
ipd,L3_private,canonical,deepseek-v3+mistral-large,1,1,1,1,171.25,0.5,,0.16666666666666666,
ipd,L3_private,canonical,mistral-large+deepseek-v3,1,1,1,1,155.66666666666666,1.0,,0.9,
ipd,L3_private,canonical,gpt-4o+deepseek-v3,0,1,1,1,136.33333333333334,1.0,,1.0,
ipd,L3_private,canonical,deepseek-v3+gpt-4o,0,1,1,0,139.16666666666666,1.0,,1.0,
ipd,L3_private,canonical,gpt-4o+deepseek-v3,0,1,1,1,133.66666666666666,1.0,,1.0,
ipd,L3_private,canonical,gpt-4o+deepseek-v3,0,1,1,1,135.5,1.0,,1.0,
ipd,L3_private,canonical,deepseek-v3+gpt-4o,0,1,1,0,123.16666666666667,1.0,,1.0,
ipd,L3_private,canonical,gpt-4o+deepseek-v3,0,1,1,1,133.33333333333334,1.0,,1.0,
ipd,L3_private,canonical,gpt-4o+deepseek-v3,0,1,1,1,131.83333333333334,0.16666666666666666,,0.0,
ipd,L3_private,canonical,deepseek-v3+gpt-4o,0,1,1,0,182.0,0.3333333333333333,,0.5,
ipd,L3_private,canonical,llama-70b+llama-70b,0,1,1,1,79.16666666666667,1.0,,1.0,
ipd,L3_private,canonical,llama-70b+llama-70b,1,0,0,1,88.83333333333333,0.6666666666666666,,0.65,
ipd,L3_private,canonical,llama-70b+llama-70b,0,0,0,1,67.5,0.5,,1.0,
ipd,L3_private,canonical,llama-70b+llama-70b,1,0,1,0,87.83333333333333,1.0,,1.0,
ipd,L3_private,canonical,llama-70b+llama-70b,1,0,1,0,63.166666666666664,1.0,,1.0,
ipd,L3_private,canonical,llama-70b+llama-70b,0,1,1,0,78.5,1.0,,1.0,
ipd,L3_private,canonical,llama-70b+llama-70b,0,0,1,0,82.83333333333333,1.0,,1.0,
ipd,L3_private,canonical,llama-70b+llama-70b,1,1,1,0,72.66666666666667,1.0,,1.0,
ipd,L3_private,canonical,llama-70b+llama-70b,0,0,1,0,106.75,1.0,,1.0,
ipd,L3_private,canonical,llama-70b+llama-70b,0,0,1,1,69.66666666666667,1.0,,1.0,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,0,71.75,0.8333333333333334,,0.9444444444444444,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,0,84.33333333333333,0.9166666666666666,,0.9473684210526315,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,0,79.75,0.9166666666666666,,0.875,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,0,135.5,1.0,,1.0,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,1,113.0,1.0,,0.15,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,0,114.0,1.0,,0.9,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,1,124.16666666666667,0.3333333333333333,,0.15,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,0,69.83333333333333,1.0,,0.9,
ipd,L3_private,canonical,qwen-72b+deepseek-v3,0,1,1,0,120.25,0.25,,0.16666666666666666,
ipd,L3_private,canonical,deepseek-v3+qwen-72b,0,1,1,1,107.33333333333333,1.0,,0.9,
ipd,L3_private,canonical,llama-70b+mistral-large,1,1,1,1,128.33333333333334,1.0,,0.3333333333333333,
ipd,L3_private,canonical,mistral-large+llama-70b,1,1,1,1,143.83333333333334,0.5,,0.85,
ipd,L3_private,canonical,llama-70b+mistral-large,0,1,1,1,130.66666666666666,1.0,,1.0,
ipd,L3_private,canonical,mistral-large+llama-70b,0,1,1,0,151.16666666666666,1.0,,0.9,
ipd,L3_private,canonical,llama-70b+mistral-large,0,1,1,1,128.0,0.5,,1.0,
ipd,L3_private,canonical,mistral-large+llama-70b,1,0,1,0,118.33333333333333,1.0,,0.9,
ipd,L3_private,canonical,llama-70b+mistral-large,1,0,1,1,150.66666666666666,1.0,,0.9,
ipd,L3_private,canonical,mistral-large+llama-70b,0,0,1,0,142.5,1.0,,0.9,
ipd,L3_private,canonical,llama-70b+mistral-large,0,1,1,0,128.0,1.0,,1.0,
ipd,L3_private,canonical,mistral-large+llama-70b,0,1,1,1,125.5,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+llama-70b,1,0,1,0,78.33333333333333,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,0,1,1,96.16666666666667,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,1,1,1,84.0,1.0,,0.875,
ipd,L2_observed,canonical,llama-70b+qwen-72b,1,0,1,1,102.16666666666667,1.0,,0.8,
ipd,L2_observed,canonical,qwen-72b+llama-70b,1,0,1,0,84.33333333333333,1.0,,0.9,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,0,1,1,92.0,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,0,1,1,90.83333333333333,1.0,,0.75,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,0,1,0,57.666666666666664,1.0,,0.95,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,133.83333333333334,1.0,,0.4444444444444444,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,109.16666666666667,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,1,156.0,0.16666666666666666,,0.0625,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,104.16666666666667,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,93.83333333333333,1.0,,0.4,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,1,1,1,0,138.16666666666666,1.0,,0.95,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,1,139.16666666666666,0.3333333333333333,,0.1,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,1,135.66666666666666,1.0,,0.95,
ipd,L2_observed,canonical,qwen-72b+llama-70b,1,1,1,1,83.33333333333333,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,1,1,0,68.0,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+llama-70b,1,0,1,0,53.5,1.0,,0.875,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,1,1,0,65.33333333333333,1.0,,0.8,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,1,1,0,83.66666666666667,1.0,,0.9,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,0,1,0,73.66666666666667,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,1,1,1,97.0,1.0,,0.95,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,1,1,0,71.0,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,1,111.33333333333333,0.8333333333333334,,0.05555555555555555,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,1,104.66666666666667,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,90.5,1.0,,0.875,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,95.0,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,95.16666666666667,1.0,,0.7,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,83.5,1.0,,0.7,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,107.66666666666667,1.0,,1.0,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,81.66666666666667,1.0,,0.4,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,0,1,1,84.66666666666667,0.16666666666666666,,1.0,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,0,1,0,68.0,1.0,,0.8,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,0,1,0,101.0,1.0,,1.0,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,1,1,0,69.5,1.0,,0.9,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,1,1,1,97.16666666666667,0.6666666666666666,,0.15,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,1,1,1,71.33333333333333,1.0,,0.85,
ipd,L2_observed,canonical,qwen-72b+llama-70b,0,1,1,0,89.83333333333333,1.0,,0.3,
ipd,L2_observed,canonical,llama-70b+qwen-72b,0,1,1,1,76.5,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,113.83333333333333,1.0,,0.8888888888888888,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,91.33333333333333,1.0,,0.85,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,0,128.0,1.0,,0.8125,
ipd,L2_observed,canonical,deepseek-v3+qwen-72b,0,1,1,0,110.16666666666667,1.0,,1.0,
ipd,L2_observed,canonical,qwen-72b+deepseek-v3,0,1,1,1,130.16666666666666,1.0,,0.45,
